4320.44	1.87955
10739.3	2.63784
15973.2	3.07999
15784.4	3.09751
13005	3.03174
8333.13	2.08308
6835.48	2.01742
4496.48	1.85047
4848.79	1.90294
6068.27	2.01517
4887.88	1.70999
5249.16	1.92665
4454.41	1.74922
6762.16	2.37129
14155.3	3.01489
17968.5	3.42475
14404	2.91955
3682.09	1.54579
3089.92	1.37769
4704.58	1.67912
6402.08	2.00434
5763.55	1.92637
5665.15	1.86312
5303.06	1.75807
4673.84	1.57129
5472.66	1.77254
8206.6	2.41161
7301.28	2.06819
16649	3.09342
11721.9	2.73404
4641.29	1.70759
5855.1	1.80522
6375.17	1.83495
5687.41	1.7831
9097.2	2.2682
5793.02	1.74513
6113.7	1.94473
3556.32	1.44734
4515.33	1.60491
3458.55	2.34046
3247.83	2.21257
5334.71	2.19651
6453.03	1.91386
5318.76	1.72289
9707.96	2.50826
5353.57	1.71553
4749.25	1.51459
5455.6	1.63446
6236.06	1.8436
5384.61	1.64567
6120.35	1.88159
3564.92	1.49625
3356.62	2.14809
4514.05	2.02196
4350.88	1.55745
4186.14	1.4641
6889.57	2.20288
7985.36	2.47395
5949.68	1.8981
5370.59	1.58916
5391.84	1.66636
5836.99	1.7049
6366.58	1.88219
4860.43	1.57388
7635.13	2.07845
3671.83	1.86634
6043.13	2.37959
3674.12	1.48595
4249.47	1.55844
8669.61	2.10855
5843.72	1.75524
4563.08	1.61504
6339.14	1.96044
5927.37	1.85348
5442.16	1.53704
6554.06	1.71881
8886.85	1.98827
6007.09	1.74032
3560.42	1.53435
5744.51	2.15491
4549.32	1.71152
3970.77	1.55848
4739.98	1.69822
5427.52	1.7825
4200.4	1.44889
6129.29	1.85301
5468.55	1.94643
7691.56	1.89267
6896.13	1.84421
6243.83	1.65829
6684.74	1.79888
4320.44	1.87955
10739.3	2.63784
15973.2	3.07999
15784.4	3.09751
13005	3.03174
8333.13	2.08308
6835.48	2.01742
4496.48	1.85047
4848.79	1.90294
6068.27	2.01517
4887.88	1.70999
5249.16	1.92665
4454.41	1.74922
6762.16	2.37129
14155.3	3.01489
17968.5	3.42475
14404	2.91955
3682.09	1.54579
3089.92	1.37769
4704.58	1.67912
6402.08	2.00434
5763.55	1.92637
5665.15	1.86312
5303.06	1.75807
4673.84	1.57129
5472.66	1.77254
8206.6	2.41161
7301.28	2.06819
16649	3.09342
11721.9	2.73404
4641.29	1.70759
5855.1	1.80522
6375.17	1.83495
5687.41	1.7831
9097.2	2.2682
5793.02	1.74513
6113.7	1.94473
3556.32	1.44734
4515.33	1.60491
3458.55	2.34046
3247.83	2.21257
5334.71	2.19651
6453.03	1.91386
5318.76	1.72289
9707.96	2.50826
5353.57	1.71553
4749.25	1.51459
5455.6	1.63446
6236.06	1.8436
5384.61	1.64567
6120.35	1.88159
3564.92	1.49625
3356.62	2.14809
4514.05	2.02196
4350.88	1.55745
4186.14	1.4641
6889.57	2.20288
7985.36	2.47395
5949.68	1.8981
5370.59	1.58916
5391.84	1.66636
5836.99	1.7049
6366.58	1.88219
4860.43	1.57388
7635.13	2.07845
3671.83	1.86634
6043.13	2.37959
3674.12	1.48595
4249.47	1.55844
8669.61	2.10855
5843.72	1.75524
4563.08	1.61504
6339.14	1.96044
5927.37	1.85348
5442.16	1.53704
6554.06	1.71881
8886.85	1.98827
6007.09	1.74032
3560.42	1.53435
5744.51	2.15491
4549.32	1.71152
3970.77	1.55848
4739.98	1.69822
5427.52	1.7825
4200.4	1.44889
6129.29	1.85301
5468.55	1.94643
7691.56	1.89267
6896.13	1.84421
6243.83	1.65829
6684.74	1.79888
4387.63	1.87896
10713.4	2.57975
15962.8	3.06146
15759.5	3.06219
13116.6	3.11142
8490.5	2.06626
6815.34	2.01052
4535.17	1.75525
4348.73	1.73084
6653.03	2.13323
4910.89	1.7013
5222.38	1.88489
4472.12	1.65957
6847.32	2.36973
13922.9	3.02441
17540.4	3.39665
14200.5	3.03746
3664.01	1.5869
3152.96	1.40159
4713.92	1.68995
6220.11	1.91304
5452.67	1.78726
5877.17	1.92419
5255.61	1.74093
4676.18	1.5469
5574.93	1.82005
8235.91	2.43312
7274.54	2.05087
16395.1	3.20267
11553.4	2.74862
4752.09	1.7132
6118.36	1.8387
6607.5	1.86234
5815.9	1.72943
8840.48	2.26982
5786.74	1.70121
5961.79	1.94608
3436.18	1.44892
4367.09	1.60315
3461.34	2.32788
2825.62	2.24138
5248.32	2.03902
6586.58	1.93411
5218.21	1.76538
10079	2.67672
6070.59	1.82739
4832.73	1.53667
5347.34	1.66364
6182.56	1.84934
5355.83	1.67856
6061.83	1.82114
3656.85	1.50824
3379.72	2.29627
4325.45	2.06078
4401.2	1.5455
4222.36	1.52643
7398.23	2.06072
8108.66	2.25684
5745.66	1.94956
5426.13	1.6139
5480.6	1.68954
5902.43	1.72007
6365.44	1.86975
4943.56	1.54822
7478.92	2.12095
3705.67	1.81003
6007.05	2.43431
3560.86	1.48432
4238.94	1.61383
7965.21	2.00298
5838.86	1.77272
4535.37	1.65907
6427.82	1.9892
5870.92	1.7999
5419.01	1.56912
6534.9	1.79257
8905.71	2.01747
6020.16	1.71723
3625.4	1.50366
5711.56	2.29661
4555.97	1.72632
4082.34	1.56134
5176.61	1.77319
5524.55	1.7648
4231.42	1.46331
6177.92	1.84135
5930.1	1.85275
7759.31	1.93991
6859.56	1.77996
6221.48	1.68995
6560	1.8823
4348.71	1.85155
10762.5	2.56521
16028.9	3.01954
15740.8	3.06285
13227.6	3.0268
8390.82	2.09879
6893.61	1.96238
4540.49	1.66406
3833.76	1.6635
6812.45	2.1564
5009.28	1.69784
5263.99	1.89334
4436.26	1.70876
6801.47	2.29872
13900.9	3.0546
17249.3	3.42903
14140.7	3.00144
3674.96	1.5491
3179.91	1.40394
4650.05	1.69814
6250.44	2.04152
5700.99	1.88203
6685.7	2.01434
5265.13	1.72547
4557.79	1.58174
5460.76	1.78294
8141.47	2.38074
7313.22	2.14921
16040.1	3.15973
11524.1	2.67557
4721.53	1.64884
6203.53	1.84686
6625.5	1.85665
5729.8	1.77073
8462.71	2.04403
5935.19	1.82877
5982.71	1.93725
3507.02	1.45418
4433.32	1.58013
3654.44	2.46857
2878.09	2.22649
3292.33	2.03566
6622.92	1.97642
5621.72	1.77127
9768.09	2.513
6390.69	1.88658
4807.5	1.5034
5417.45	1.65852
6066.9	1.87755
5412.88	1.62191
5977.29	1.79786
3638.09	1.50739
3586.31	2.21263
5060.98	2.12286
4245.25	1.58995
4152.55	1.47563
6828.03	2.00299
7294.05	2.33882
5491.51	1.75484
5227.2	1.57905
5509.91	1.71078
5891.91	1.68818
6556.2	1.87981
4916.83	1.53732
7527.26	2.06296
3668.24	1.8033
5981.65	2.40636
3669.15	1.41993
4340.12	1.58585
7438.12	2.05995
5328.11	1.71857
4541.47	1.64454
6526.04	1.98597
6198.99	1.83401
5314.48	1.53074
6507.19	1.77789
8959.18	2.05714
6013.47	1.70985
3664.4	1.51223
5655.11	2.34899
4467.02	1.70212
4122.2	1.54398
5433.9	1.74429
5483.34	1.77061
4133.16	1.45823
6149.53	1.88256
6216.17	1.82088
7825.55	1.99037
6862.76	1.79841
6254.93	1.71264
6620.63	1.85383
4327.93	1.8046
10609.4	2.68831
15828.7	3.08017
15594.9	3.14897
13188.9	2.98322
8223.5	2.00982
6730.79	2.03559
4472.81	1.69892
3732.62	1.65175
6719.94	2.1369
5149.51	1.78914
5221.11	1.91809
4432.03	1.63178
6794.24	2.33121
13962.8	3.09135
17634.2	3.40695
14109.9	2.98281
3661.03	1.56423
3059.48	1.41063
4668.96	1.75273
6251.47	1.97835
5827.41	1.88804
6768.07	2.05471
5190.81	1.74209
4565.33	1.57325
5438.71	1.83258
8000.29	2.45072
6605.91	2.00215
15044.1	3.16398
11379.5	2.71792
4713.55	1.72244
5906.96	1.79046
6423.06	1.87678
5779.16	1.77505
7634.7	2.1087
6234.38	1.90086
6020.83	2.00203
3613.46	1.47624
4503.9	1.63272
3623.69	2.31008
4085.25	2.13753
2028.29	2.01899
5748.48	1.93189
5484.2	1.69814
10907.4	2.68724
6604.36	2.07259
4836.66	1.51811
5356.79	1.63893
6135.73	1.81285
5362.98	1.66571
5990.68	1.81484
3676.57	1.52086
