6939.73	1.92226
10847.6	2.3494
12173.6	2.43777
4830.8	1.69656
1345.5	1.06914
1599.57	1.10229
3292.41	1.68611
1563.1	1.06541
1805.45	1.15184
4128.89	1.67735
2412.58	1.34825
1620.29	1.07105
1811.55	1.09855
1647.31	1.05577
4868.19	1.68454
4380.91	1.63526
5444.1	1.86723
2918.3	1.41511
4908.71	1.66779
6544.8	1.95614
6201.04	1.88485
7236.86	1.96609
7065.22	1.93503
4792.24	1.65999
3759.19	1.46247
4368.38	1.55823
3015.82	1.27408
2867.84	1.24914
5085.4	1.76459
6474.98	2.00868
8376.79	2.08326
10480.9	2.33041
8984.03	2.32641
3802.51	1.67924
1501.09	1.10243
1432.5	1.08637
1372.94	1.05507
4063.53	1.7481
5903.99	1.99313
7277.64	2.10069
3489.59	1.76159
2168.5	1.25099
1860.39	1.1467
1519.67	1.07514
3633.81	1.43512
4780.8	1.69736
4970.26	1.84155
6409.44	1.8824
7610.75	1.91879
5259.09	1.66804
6660.57	1.95524
8149.26	2.11752
9875.78	2.2808
5202.9	1.68923
5231.12	1.6497
5690.09	1.83541
6947.31	1.91491
3842.58	1.47642
3794.63	1.44202
3045.85	1.37486
6882.08	2.01036
8733.52	2.31663
8802.72	2.19347
2974.53	1.6272
1385.32	1.06492
1505.5	1.0759
3514.45	1.69067
7420.77	2.19067
6012.64	2.11867
5788.11	2.19011
3340.28	1.6665
2320.8	1.34878
3291.37	1.58759
1606.46	1.14502
2624.44	1.36552
5798.74	1.97315
6299.32	1.98354
8117.13	2.03612
7862.62	1.99592
7602.4	2.00703
4639.76	1.52868
8913.95	2.1995
10109.7	2.29961
6598.04	1.85392
6220.35	1.79634
6290.04	1.75771
5141.43	1.7394
5531.99	1.70527
4538.43	1.62863
4574.1	1.7297
7416.61	2.32677
8375.38	2.35164
8348.03	2.25358
2299.83	1.42949
1455.43	1.09323
1497.46	1.05404
3298.32	1.60638
7432.26	2.08163
6432.03	2.00456
4672.27	1.89254
3533.03	1.72346
1846.6	1.22286
2508.79	1.39089
1522.53	1.09881
2604.35	1.37959
5238.47	1.92125
8039.43	2.04667
6968.86	1.92981
6968.7	1.93465
9345.72	2.19816
8575.87	2.16825
9480.78	2.28386
9558.13	2.18499
7274.65	1.96371
8356.65	2.14849
7911.72	2.07765
6849.24	1.96743
